,no_nickel,topology,no_corners_comb,no_edges_comb,all_comb,all_corners_comb,all_edges_comb,c_atom
126,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu']",8,22,116,"[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu'], [4, 1, 4, 'Ni'], [5, 3.1, 2, 'Cu'], [6, 2, 3, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 2.1, 3, 'Ni'], [12, 4, 1, 'Cu']]","[[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 1, 4, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 3.1, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [3, 3, 2, 'Cu']], [[2, 3, 2, 'Cu'], [8, 2.1, 3, 'Ni']], [[3, 3, 2, 'Cu'], [4, 1, 4, 'Ni']], [[4, 1, 4, 'Ni'], [5, 3.1, 2, 'Cu']], [[4, 1, 4, 'Ni'], [9, 2.1, 3, 'Ni']], [[5, 3.1, 2, 'Cu'], [6, 2, 3, 'Ni']], [[5, 3.1, 2, 'Cu'], [10, 3.1, 2, 'Cu']], [[6, 2, 3, 'Ni'], [7, 3.1, 2, 'Ni']], [[6, 2, 3, 'Ni'], [11, 2, 3, 'Ni']], [[7, 3.1, 2, 'Ni'], [8, 2.1, 3, 'Ni']], [[7, 3.1, 2, 'Ni'], [12, 4, 1, 'Cu']], [[8, 2.1, 3, 'Ni'], [9, 2.1, 3, 'Ni']], [[8, 2.1, 3, 'Ni'], [12, 4, 1, 'Cu']], [[9, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Cu']], [[10, 3.1, 2, 'Cu'], [12, 4, 1, 'Cu']], [[11, 2, 3, 'Ni'], [12, 4, 1, 'Cu']]]",1
127,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu']",8,22,116,"[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu'], [4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu'], [6, 1, 4, 'Ni'], [7, 2.1, 3, 'Ni'], [9, 3.1, 2, 'Ni'], [12, 4, 1, 'Cu']]","[[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 2, 3, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 3.1, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni']], [[2, 3, 2, 'Cu'], [7, 2.1, 3, 'Ni']], [[2, 3, 2, 'Cu'], [6, 1, 4, 'Ni']], [[2, 3, 2, 'Cu'], [3, 3, 2, 'Cu']], [[3, 3, 2, 'Cu'], [4, 2, 3, 'Ni']], [[3, 3, 2, 'Cu'], [9, 3.1, 2, 'Ni']], [[4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu']], [[4, 2, 3, 'Ni'], [9, 3.1, 2, 'Ni']], [[4, 2, 3, 'Ni'], [10, 2, 3, 'Ni']], [[5, 3.1, 2, 'Cu'], [6, 1, 4, 'Ni']], [[5, 3.1, 2, 'Cu'], [11, 3.1, 2, 'Cu']], [[6, 1, 4, 'Ni'], [7, 2.1, 3, 'Ni']], [[7, 2.1, 3, 'Ni'], [8, 2.1, 3, 'Ni']], [[7, 2.1, 3, 'Ni'], [11, 3.1, 2, 'Cu']], [[7, 2.1, 3, 'Ni'], [12, 4, 1, 'Cu']], [[8, 2.1, 3, 'Ni'], [9, 3.1, 2, 'Ni']], [[9, 3.1, 2, 'Ni'], [12, 4, 1, 'Cu']], [[10, 2, 3, 'Ni'], [12, 4, 1, 'Cu']], [[11, 3.1, 2, 'Cu'], [12, 4, 1, 'Cu']]]",1
128,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu']",2,3,24,"[[1, 3, 2, 'Cu'], [4, 2.1, 3, 'Ni']]","[[[1, 3, 2, 'Cu'], [2, 3, 2, 'Cu']], [[1, 3, 2, 'Cu'], [4, 2.1, 3, 'Ni']], [[4, 2.1, 3, 'Ni'], [5, 2.1, 3, 'Ni']]]",1
129,7,"['Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni']",4,8,52,"[[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni'], [5, 2.1, 3, 'Ni'], [9, 4, 1, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[3, 1, 4, 'Ni'], [8, 2.1, 3, 'Ni']], [[3, 1, 4, 'Ni'], [9, 4, 1, 'Cu']], [[4, 3.1, 2, 'Cu'], [9, 4, 1, 'Cu']], [[5, 2.1, 3, 'Ni'], [10, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 4, 1, 'Cu']]]",1
130,7,"['Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu']",4,7,50,"[[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni'], [5, 3, 2, 'Ni'], [6, 2, 3, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 3, 2, 'Ni']], [[1, 3.1, 2, 'Cu'], [6, 2, 3, 'Ni']], [[3, 1, 4, 'Ni'], [8, 1, 4, 'Ni']], [[5, 3, 2, 'Ni'], [6, 2, 3, 'Ni']], [[5, 3, 2, 'Ni'], [11, 3, 2, 'Ni']]]",1
131,7,"['Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu']",2,3,24,"[[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[3, 2, 3, 'Ni'], [8, 2, 3, 'Ni']]]",1
132,7,"['Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni']",4,5,46,"[[1, 3.1, 2, 'Cu'], [3, 0, 5, 'Ni'], [5, 2.1, 3, 'Ni'], [11, 5, 0, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 0, 5, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 5, 0, 'Cu']]]",1
133,7,"['Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Ni']",4,8,52,"[[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni'], [6, 2.1, 3, 'Ni'], [8, 4, 1, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni']], [[1, 3.1, 2, 'Cu'], [6, 2.1, 3, 'Ni']], [[2, 3.1, 2, 'Cu'], [8, 4, 1, 'Cu']], [[3, 1, 4, 'Ni'], [8, 4, 1, 'Cu']], [[3, 1, 4, 'Ni'], [9, 2.1, 3, 'Ni']], [[6, 2.1, 3, 'Ni'], [7, 2.1, 3, 'Ni']], [[6, 2.1, 3, 'Ni'], [11, 4, 1, 'Cu']]]",1
134,8,"['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",5,10,65,"[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu'], [5, 3, 2, 'Ni'], [7, 4, 1, 'Ni'], [11, 5, 0, 'Ni']]","[[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [5, 3, 2, 'Ni']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[2, 3, 2, 'Cu'], [6, 3, 2, 'Ni']], [[5, 3, 2, 'Ni'], [6, 3, 2, 'Ni']], [[5, 3, 2, 'Ni'], [10, 4, 1, 'Ni']], [[5, 3, 2, 'Ni'], [11, 5, 0, 'Ni']], [[7, 4, 1, 'Ni'], [11, 5, 0, 'Ni']], [[11, 5, 0, 'Ni'], [12, 5, 0, 'Ni']]]",0
135,8,"['Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",7,14,91,"[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu'], [4, 2, 3, 'Ni'], [5, 4, 1, 'Cu'], [7, 4, 1, 'Ni'], [8, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 2, 3, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 4, 1, 'Cu']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [3, 3, 2, 'Cu']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[4, 2, 3, 'Ni'], [5, 4, 1, 'Cu']], [[4, 2, 3, 'Ni'], [9, 4, 1, 'Ni']], [[5, 4, 1, 'Cu'], [10, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [8, 3, 2, 'Ni']], [[7, 4, 1, 'Ni'], [11, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [12, 5, 0, 'Ni']], [[8, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]]",0
136,8,"['Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni']",6,13,80,"[[1, 3, 2, 'Cu'], [4, 2.1, 3, 'Ni'], [5, 3.1, 2, 'Ni'], [6, 3, 2, 'Ni'], [7, 4, 1, 'Ni'], [10, 5, 0, 'Cu']]","[[[1, 3, 2, 'Cu'], [2, 3, 2, 'Cu']], [[1, 3, 2, 'Cu'], [4, 2.1, 3, 'Ni']], [[1, 3, 2, 'Cu'], [5, 3.1, 2, 'Ni']], [[1, 3, 2, 'Cu'], [6, 3, 2, 'Ni']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[4, 2.1, 3, 'Ni'], [5, 3.1, 2, 'Ni']], [[4, 2.1, 3, 'Ni'], [10, 5, 0, 'Cu']], [[5, 3.1, 2, 'Ni'], [6, 3, 2, 'Ni']], [[5, 3.1, 2, 'Ni'], [10, 5, 0, 'Cu']], [[5, 3.1, 2, 'Ni'], [11, 4, 1, 'Ni']], [[6, 3, 2, 'Ni'], [7, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [11, 4, 1, 'Ni']], [[10, 5, 0, 'Cu'], [11, 4, 1, 'Ni']]]",0
137,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",5,11,67,"[[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni'], [4, 4, 1, 'Cu'], [5, 3, 2, 'Ni'], [9, 4, 1, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Cu'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [5, 3, 2, 'Ni']], [[3, 2, 3, 'Ni'], [4, 4, 1, 'Cu']], [[3, 2, 3, 'Ni'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Ni'], [9, 4, 1, 'Ni']], [[4, 4, 1, 'Cu'], [5, 3, 2, 'Ni']], [[4, 4, 1, 'Cu'], [9, 4, 1, 'Ni']], [[5, 3, 2, 'Ni'], [10, 4, 1, 'Ni']], [[9, 4, 1, 'Ni'], [10, 4, 1, 'Ni']]]",0
138,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni']",7,15,93,"[[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni'], [4, 4, 1, 'Cu'], [5, 3, 2, 'Ni'], [9, 3.1, 2, 'Ni'], [10, 4, 1, 'Ni'], [11, 5, 0, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni']], [[1, 3.1, 2, 'Cu'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [5, 3, 2, 'Ni']], [[3, 1, 4, 'Ni'], [4, 4, 1, 'Cu']], [[3, 1, 4, 'Ni'], [9, 3.1, 2, 'Ni']], [[4, 4, 1, 'Cu'], [5, 3, 2, 'Ni']], [[4, 4, 1, 'Cu'], [9, 3.1, 2, 'Ni']], [[4, 4, 1, 'Cu'], [10, 4, 1, 'Ni']], [[5, 3, 2, 'Ni'], [6, 3, 2, 'Ni']], [[5, 3, 2, 'Ni'], [10, 4, 1, 'Ni']], [[5, 3, 2, 'Ni'], [11, 5, 0, 'Ni']], [[9, 3.1, 2, 'Ni'], [10, 4, 1, 'Ni']], [[10, 4, 1, 'Ni'], [11, 5, 0, 'Ni']], [[10, 4, 1, 'Ni'], [12, 4, 1, 'Ni']]]",0
139,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni']",5,11,67,"[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu'], [3, 2, 3, 'Ni'], [6, 3, 2, 'Ni'], [7, 4, 1, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Cu'], [4, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [6, 3, 2, 'Ni']], [[2, 4, 1, 'Cu'], [7, 4, 1, 'Ni']], [[2, 4, 1, 'Cu'], [6, 3, 2, 'Ni']], [[2, 4, 1, 'Cu'], [3, 2, 3, 'Ni']], [[3, 2, 3, 'Ni'], [8, 4, 1, 'Ni']], [[3, 2, 3, 'Ni'], [9, 3, 2, 'Ni']], [[6, 3, 2, 'Ni'], [7, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [8, 4, 1, 'Ni']]]",0
140,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni']",7,15,93,"[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu'], [3, 2, 3, 'Ni'], [5, 2.1, 3, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 4, 1, 'Ni'], [11, 5, 0, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[2, 4, 1, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 4, 1, 'Cu'], [6, 2.1, 3, 'Ni']], [[2, 4, 1, 'Cu'], [3, 2, 3, 'Ni']], [[2, 4, 1, 'Cu'], [8, 4, 1, 'Ni']], [[3, 2, 3, 'Ni'], [8, 4, 1, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 5, 0, 'Cu']], [[7, 3.1, 2, 'Ni'], [8, 4, 1, 'Ni']], [[7, 3.1, 2, 'Ni'], [11, 5, 0, 'Cu']], [[8, 4, 1, 'Ni'], [9, 4, 1, 'Ni']], [[11, 5, 0, 'Cu'], [12, 4, 1, 'Ni']]]",0
141,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu']",7,14,91,"[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu'], [3, 2, 3, 'Ni'], [5, 3, 2, 'Ni'], [7, 3.1, 2, 'Ni'], [11, 4, 1, 'Ni'], [12, 5, 0, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 3, 2, 'Ni']], [[2, 4, 1, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 4, 1, 'Cu'], [6, 3, 2, 'Ni']], [[2, 4, 1, 'Cu'], [3, 2, 3, 'Ni']], [[3, 2, 3, 'Ni'], [8, 3.1, 2, 'Ni']], [[5, 3, 2, 'Ni'], [6, 3, 2, 'Ni']], [[5, 3, 2, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 3, 2, 'Ni'], [11, 4, 1, 'Ni']], [[7, 3.1, 2, 'Ni'], [8, 3.1, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [11, 4, 1, 'Ni']], [[7, 3.1, 2, 'Ni'], [12, 5, 0, 'Cu']], [[11, 4, 1, 'Ni'], [12, 5, 0, 'Cu']]]",0
142,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Ni']",5,11,67,"[[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni'], [5, 3.1, 2, 'Ni'], [6, 3, 2, 'Ni'], [7, 4, 1, 'Ni']]","[[[1, 4, 1, 'Cu'], [2, 4, 1, 'Cu']], [[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni']], [[1, 4, 1, 'Cu'], [5, 3.1, 2, 'Ni']], [[1, 4, 1, 'Cu'], [6, 3, 2, 'Ni']], [[2, 4, 1, 'Cu'], [7, 4, 1, 'Ni']], [[3, 2.1, 3, 'Ni'], [4, 2.1, 3, 'Ni']], [[3, 2.1, 3, 'Ni'], [8, 3.1, 2, 'Ni']], [[5, 3.1, 2, 'Ni'], [6, 3, 2, 'Ni']], [[5, 3.1, 2, 'Ni'], [11, 4, 1, 'Ni']], [[6, 3, 2, 'Ni'], [7, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [11, 4, 1, 'Ni']]]",0
143,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni']",4,7,50,"[[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni'], [4, 3.1, 2, 'Ni'], [9, 5, 0, 'Cu']]","[[[1, 4, 1, 'Cu'], [2, 4, 1, 'Cu']], [[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni']], [[1, 4, 1, 'Cu'], [4, 3.1, 2, 'Ni']], [[3, 2.1, 3, 'Ni'], [4, 3.1, 2, 'Ni']], [[3, 2.1, 3, 'Ni'], [9, 5, 0, 'Cu']], [[4, 3.1, 2, 'Ni'], [5, 3.1, 2, 'Ni']], [[4, 3.1, 2, 'Ni'], [9, 5, 0, 'Cu']]]",0
144,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu']",5,11,67,"[[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni'], [4, 3.1, 2, 'Ni'], [5, 4, 1, 'Ni'], [6, 3, 2, 'Ni']]","[[[1, 4, 1, 'Cu'], [2, 4, 1, 'Cu']], [[1, 4, 1, 'Cu'], [3, 2.1, 3, 'Ni']], [[1, 4, 1, 'Cu'], [4, 3.1, 2, 'Ni']], [[1, 4, 1, 'Cu'], [5, 4, 1, 'Ni']], [[1, 4, 1, 'Cu'], [6, 3, 2, 'Ni']], [[3, 2.1, 3, 'Ni'], [4, 3.1, 2, 'Ni']], [[3, 2.1, 3, 'Ni'], [8, 2.1, 3, 'Ni']], [[4, 3.1, 2, 'Ni'], [5, 4, 1, 'Ni']], [[4, 3.1, 2, 'Ni'], [10, 3, 2, 'Ni']], [[5, 4, 1, 'Ni'], [6, 3, 2, 'Ni']], [[5, 4, 1, 'Ni'], [11, 4, 1, 'Ni']]]",0
145,8,"['Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu']",3,6,39,"[[1, 4, 1, 'Cu'], [3, 3, 2, 'Ni'], [4, 3.1, 2, 'Ni']]","[[[1, 4, 1, 'Cu'], [2, 4, 1, 'Cu']], [[1, 4, 1, 'Cu'], [3, 3, 2, 'Ni']], [[1, 4, 1, 'Cu'], [4, 3.1, 2, 'Ni']], [[3, 3, 2, 'Ni'], [4, 3.1, 2, 'Ni']], [[3, 3, 2, 'Ni'], [9, 3, 2, 'Ni']], [[4, 3.1, 2, 'Ni'], [5, 3.1, 2, 'Ni']]]",0
146,8,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",7,15,93,"[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu'], [3, 2, 3, 'Cu'], [6, 2, 3, 'Ni'], [7, 4, 1, 'Ni'], [8, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [3, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [3, 2, 3, 'Cu']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Cu'], [4, 2, 3, 'Cu']], [[3, 2, 3, 'Cu'], [8, 3, 2, 'Ni']], [[6, 2, 3, 'Ni'], [7, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [8, 3, 2, 'Ni']], [[7, 4, 1, 'Ni'], [11, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [12, 5, 0, 'Ni']], [[8, 3, 2, 'Ni'], [9, 3, 2, 'Ni']], [[8, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]]",1
147,8,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",7,15,93,"[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu'], [4, 3, 2, 'Cu'], [5, 3, 2, 'Ni'], [6, 2, 3, 'Ni'], [7, 4, 1, 'Cu'], [10, 4, 1, 'Ni']]","[[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [4, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [5, 3, 2, 'Ni']], [[1, 2, 3, 'Cu'], [6, 2, 3, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 4, 1, 'Cu']], [[2, 2.1, 3, 'Cu'], [6, 2, 3, 'Ni']], [[4, 3, 2, 'Cu'], [5, 3, 2, 'Ni']], [[4, 3, 2, 'Cu'], [10, 4, 1, 'Ni']], [[5, 3, 2, 'Ni'], [6, 2, 3, 'Ni']], [[5, 3, 2, 'Ni'], [10, 4, 1, 'Ni']], [[6, 2, 3, 'Ni'], [7, 4, 1, 'Cu']], [[6, 2, 3, 'Ni'], [11, 4, 1, 'Ni']], [[7, 4, 1, 'Cu'], [11, 4, 1, 'Ni']], [[10, 4, 1, 'Ni'], [11, 4, 1, 'Ni']]]",1
148,8,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni']",7,16,95,"[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni'], [11, 5, 0, 'Cu'], [12, 4, 1, 'Ni']]","[[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [5, 2.1, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2.1, 3, 'Ni']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Cu'], [8, 3, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 5, 0, 'Cu']], [[7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [11, 5, 0, 'Cu']], [[7, 3.1, 2, 'Ni'], [12, 4, 1, 'Ni']], [[8, 3, 2, 'Ni'], [9, 3, 2, 'Ni']], [[8, 3, 2, 'Ni'], [12, 4, 1, 'Ni']], [[11, 5, 0, 'Cu'], [12, 4, 1, 'Ni']]]",1
